CMDLINE C:\Users\Vivian\anaconda3\python.exe .\package\Step-1_ANN_Two.py
MEM 905.863281 1655278873.4686
MEM 905.863281 1655278873.5787
MEM 905.863281 1655278873.6887
MEM 905.863281 1655278873.7971
MEM 905.863281 1655278873.9058
MEM 905.863281 1655278874.0149
MEM 905.863281 1655278874.1238
MEM 905.863281 1655278874.2321
MEM 906.117188 1655278874.3393
MEM 906.117188 1655278874.4486
MEM 906.117188 1655278874.5567
MEM 906.117188 1655278874.6644
MEM 906.371094 1655278874.7749
MEM 906.371094 1655278874.8823
MEM 906.371094 1655278874.9907
MEM 906.371094 1655278875.1013
MEM 906.371094 1655278875.2108
MEM 906.371094 1655278875.3205
MEM 906.371094 1655278875.4286
MEM 906.371094 1655278875.5380
MEM 906.371094 1655278875.6467
MEM 906.371094 1655278875.7559
MEM 906.371094 1655278875.8632
MEM 906.371094 1655278875.9732
MEM 906.371094 1655278876.0830
MEM 906.371094 1655278876.1923
MEM 906.371094 1655278876.3021
MEM 906.371094 1655278876.4108
MEM 906.625000 1655278876.5214
MEM 906.625000 1655278876.6308
MEM 906.625000 1655278876.7382
MEM 906.625000 1655278876.8457
MEM 906.625000 1655278876.9562
MEM 906.625000 1655278877.0654
MEM 906.625000 1655278877.1732
MEM 906.625000 1655278877.2814
MEM 906.878906 1655278877.3901
MEM 906.878906 1655278877.4970
MEM 906.878906 1655278877.6061
MEM 906.878906 1655278877.7143
MEM 906.878906 1655278877.8237
MEM 906.878906 1655278877.9325
MEM 906.878906 1655278878.0424
MEM 906.878906 1655278878.1514
MEM 906.878906 1655278878.2617
MEM 907.132812 1655278878.3708
MEM 907.132812 1655278878.4794
MEM 907.132812 1655278878.5911
MEM 907.132812 1655278878.6997
MEM 907.132812 1655278878.8082
MEM 907.132812 1655278878.9169
MEM 907.132812 1655278879.0241
MEM 907.132812 1655278879.1347
MEM 907.132812 1655278879.2438
MEM 907.132812 1655278879.3526
MEM 907.132812 1655278879.4598
MEM 907.132812 1655278879.5684
MEM 907.132812 1655278879.6767
MEM 907.132812 1655278879.7837
MEM 907.132812 1655278879.8942
MEM 907.386719 1655278880.0042
MEM 907.640625 1655278880.1128
MEM 907.640625 1655278880.2213
MEM 907.640625 1655278880.3314
MEM 907.640625 1655278880.4401
MEM 907.894531 1655278880.5493
MEM 907.894531 1655278880.6579
MEM 907.894531 1655278880.7670
MEM 907.894531 1655278880.8762
MEM 907.894531 1655278880.9838
MEM 907.894531 1655278881.0924
MEM 907.894531 1655278881.2009
MEM 907.894531 1655278881.3087
MEM 907.894531 1655278881.4197
MEM 907.894531 1655278881.5298
MEM 907.894531 1655278881.6367
MEM 907.894531 1655278881.7451
MEM 907.894531 1655278881.8548
MEM 908.148438 1655278881.9641
MEM 908.148438 1655278882.0727
MEM 908.148438 1655278882.1802
MEM 908.148438 1655278882.2891
MEM 908.148438 1655278882.3997
MEM 908.148438 1655278882.5077
MEM 908.148438 1655278882.6174
MEM 908.148438 1655278882.7250
MEM 908.148438 1655278882.8330
MEM 908.402344 1655278882.9406
MEM 908.402344 1655278883.0512
MEM 908.402344 1655278883.1599
MEM 908.402344 1655278883.2698
MEM 908.402344 1655278883.3813
MEM 908.402344 1655278883.4918
MEM 908.402344 1655278883.6001
MEM 908.402344 1655278883.7091
MEM 908.656250 1655278883.8179
MEM 908.656250 1655278883.9266
MEM 908.656250 1655278884.0349
MEM 908.656250 1655278884.1432
MEM 908.917969 1655278884.2532
MEM 908.917969 1655278884.3615
MEM 908.917969 1655278884.4710
MEM 908.917969 1655278884.5802
MEM 908.917969 1655278884.6880
MEM 908.917969 1655278884.7974
MEM 908.917969 1655278884.9073
MEM 908.917969 1655278885.0175
MEM 908.917969 1655278885.1272
MEM 908.917969 1655278885.2365
MEM 908.917969 1655278885.3461
MEM 908.917969 1655278885.4570
MEM 909.171875 1655278885.5672
MEM 909.171875 1655278885.6769
MEM 909.171875 1655278885.7864
MEM 909.171875 1655278885.8972
MEM 909.171875 1655278886.0068
MEM 909.171875 1655278886.1165
MEM 909.425781 1655278886.2251
MEM 909.425781 1655278886.3340
MEM 909.425781 1655278886.4435
MEM 909.425781 1655278886.5539
MEM 909.425781 1655278886.6627
MEM 909.425781 1655278886.7718
MEM 909.425781 1655278886.8799
MEM 909.425781 1655278886.9876
MEM 909.425781 1655278887.0963
MEM 909.425781 1655278887.2070
MEM 909.425781 1655278887.3164
MEM 909.679688 1655278887.4272
MEM 909.679688 1655278887.5362
MEM 909.679688 1655278887.6461
MEM 909.679688 1655278887.7551
MEM 909.679688 1655278887.8656
MEM 909.679688 1655278887.9750
MEM 909.679688 1655278888.0835
MEM 909.679688 1655278888.1924
MEM 909.679688 1655278888.3013
MEM 909.679688 1655278888.4109
MEM 909.679688 1655278888.5202
MEM 909.679688 1655278888.6298
MEM 909.679688 1655278888.7382
MEM 909.679688 1655278888.8475
MEM 909.679688 1655278888.9568
MEM 909.679688 1655278889.0662
MEM 909.679688 1655278889.1736
MEM 909.933594 1655278889.2835
MEM 909.933594 1655278889.3944
MEM 909.933594 1655278889.5044
MEM 909.933594 1655278889.6139
MEM 909.933594 1655278889.7227
MEM 909.933594 1655278889.8313
MEM 909.933594 1655278889.9401
MEM 909.933594 1655278890.0494
MEM 909.933594 1655278890.1598
MEM 909.933594 1655278890.2690
MEM 909.933594 1655278890.3787
MEM 909.933594 1655278890.4874
MEM 909.933594 1655278890.5981
MEM 909.933594 1655278890.7063
MEM 909.933594 1655278890.8153
MEM 909.933594 1655278890.9253
MEM 909.933594 1655278891.0357
MEM 910.187500 1655278891.1462
MEM 910.187500 1655278891.2562
MEM 910.187500 1655278891.3653
MEM 910.187500 1655278891.4742
MEM 910.187500 1655278891.5847
MEM 910.187500 1655278891.6922
MEM 910.187500 1655278891.8020
MEM 910.187500 1655278891.9111
MEM 910.187500 1655278892.0203
MEM 910.187500 1655278892.1296
MEM 910.187500 1655278892.2391
MEM 910.191406 1655278892.3482
MEM 910.191406 1655278892.4569
MEM 910.191406 1655278892.5663
MEM 910.191406 1655278892.6782
MEM 910.445312 1655278892.7884
MEM 910.445312 1655278892.8990
MEM 910.699219 1655278893.0107
MEM 910.699219 1655278893.1209
MEM 910.699219 1655278893.2296
MEM 910.699219 1655278893.3399
MEM 910.699219 1655278893.4493
MEM 910.699219 1655278893.5573
MEM 910.699219 1655278893.6664
MEM 910.699219 1655278893.7771
MEM 910.699219 1655278893.8853
MEM 910.699219 1655278893.9953
MEM 910.699219 1655278894.1039
MEM 910.699219 1655278894.2135
MEM 910.699219 1655278894.3220
MEM 910.699219 1655278894.4310
MEM 910.699219 1655278894.5416
MEM 910.699219 1655278894.6504
MEM 910.699219 1655278894.7588
MEM 910.699219 1655278894.8679
MEM 910.953125 1655278894.9769
MEM 910.953125 1655278895.0874
MEM 910.953125 1655278895.1970
MEM 910.953125 1655278895.3076
MEM 910.953125 1655278895.4179
MEM 910.953125 1655278895.5244
MEM 910.953125 1655278895.6339
MEM 910.953125 1655278895.7432
MEM 910.953125 1655278895.8527
MEM 910.953125 1655278895.9626
MEM 910.953125 1655278896.0709
MEM 910.953125 1655278896.1784
MEM 910.953125 1655278896.2882
MEM 910.953125 1655278896.3987
MEM 910.953125 1655278896.5076
MEM 910.953125 1655278896.6168
MEM 910.953125 1655278896.7273
MEM 911.207031 1655278896.8369
MEM 911.207031 1655278896.9473
MEM 911.207031 1655278897.0562
MEM 911.207031 1655278897.1659
MEM 911.207031 1655278897.2735
MEM 911.207031 1655278897.3820
MEM 911.460938 1655278897.4909
MEM 911.460938 1655278897.6002
MEM 911.460938 1655278897.7110
MEM 911.460938 1655278897.8203
MEM 911.714844 1655278897.9292
MEM 911.714844 1655278898.0372
MEM 911.714844 1655278898.1454
MEM 911.714844 1655278898.2549
MEM 911.714844 1655278898.3634
MEM 911.714844 1655278898.4724
MEM 911.714844 1655278898.5802
MEM 911.968750 1655278898.6906
MEM 911.968750 1655278898.7991
MEM 911.968750 1655278898.9068
MEM 912.222656 1655278899.0162
MEM 912.222656 1655278899.1255
MEM 912.222656 1655278899.2358
MEM 912.222656 1655278899.3441
MEM 912.222656 1655278899.4530
MEM 912.222656 1655278899.5619
MEM 912.222656 1655278899.6704
MEM 912.222656 1655278899.7788
MEM 912.222656 1655278899.8870
MEM 912.222656 1655278899.9971
MEM 912.222656 1655278900.1071
MEM 912.222656 1655278900.2158
MEM 912.222656 1655278900.3245
MEM 912.222656 1655278900.4339
MEM 912.476562 1655278900.5426
MEM 912.476562 1655278900.6525
MEM 912.476562 1655278900.7612
MEM 912.476562 1655278900.8699
MEM 912.476562 1655278900.9792
MEM 912.476562 1655278901.0888
MEM 912.476562 1655278901.1990
MEM 912.476562 1655278901.3082
MEM 912.476562 1655278901.4181
MEM 912.476562 1655278901.5267
MEM 912.476562 1655278901.6379
MEM 912.476562 1655278901.7460
MEM 912.476562 1655278901.8539
MEM 912.476562 1655278901.9626
MEM 912.476562 1655278902.0706
MEM 912.476562 1655278902.1804
MEM 912.476562 1655278902.2886
MEM 912.984375 1655278902.3960
MEM 912.984375 1655278902.5043
MEM 912.984375 1655278902.6117
MEM 912.984375 1655278902.7198
MEM 912.984375 1655278902.8295
MEM 912.984375 1655278902.9376
MEM 912.984375 1655278903.0465
MEM 912.984375 1655278903.1551
MEM 913.238281 1655278903.2644
MEM 913.238281 1655278903.3757
MEM 913.238281 1655278903.4861
MEM 913.238281 1655278903.5961
MEM 913.238281 1655278903.7047
MEM 913.238281 1655278903.8138
MEM 913.238281 1655278903.9245
MEM 913.238281 1655278904.0341
MEM 913.492188 1655278904.1435
MEM 913.492188 1655278904.2526
MEM 913.492188 1655278904.3607
MEM 913.492188 1655278904.4697
MEM 913.746094 1655278904.5802
MEM 913.746094 1655278904.6882
MEM 913.746094 1655278904.7989
MEM 913.746094 1655278904.9069
MEM 913.746094 1655278905.0169
MEM 913.746094 1655278905.1254
MEM 913.746094 1655278905.2354
MEM 913.746094 1655278905.3452
MEM 913.746094 1655278905.4554
MEM 913.746094 1655278905.5639
MEM 913.746094 1655278905.6713
MEM 913.746094 1655278905.7794
MEM 913.746094 1655278905.8888
MEM 913.746094 1655278905.9974
MEM 913.746094 1655278906.1075
MEM 913.746094 1655278906.2193
MEM 913.746094 1655278906.3295
MEM 913.746094 1655278906.4395
MEM 913.746094 1655278906.5493
MEM 913.746094 1655278906.6595
MEM 913.746094 1655278906.7696
MEM 913.746094 1655278906.8796
MEM 914.000000 1655278906.9911
MEM 914.000000 1655278907.1006
MEM 914.000000 1655278907.2082
MEM 914.000000 1655278907.3189
MEM 914.000000 1655278907.4291
MEM 914.000000 1655278907.5382
MEM 914.000000 1655278907.6470
MEM 914.000000 1655278907.7576
MEM 914.000000 1655278907.8683
MEM 914.000000 1655278907.9777
MEM 914.000000 1655278908.0877
MEM 914.000000 1655278908.1954
MEM 914.000000 1655278908.3031
MEM 914.000000 1655278908.4114
MEM 914.000000 1655278908.5202
MEM 914.000000 1655278908.6285
MEM 914.000000 1655278908.7364
MEM 914.253906 1655278908.8455
MEM 914.253906 1655278908.9538
MEM 914.253906 1655278909.0626
MEM 914.253906 1655278909.1712
MEM 914.253906 1655278909.2803
MEM 914.253906 1655278909.3899
MEM 914.253906 1655278909.5008
MEM 914.253906 1655278909.6102
MEM 914.253906 1655278909.7191
MEM 914.253906 1655278909.8296
MEM 914.253906 1655278909.9387
MEM 914.253906 1655278910.0470
MEM 914.253906 1655278910.1549
MEM 914.253906 1655278910.2639
MEM 914.253906 1655278910.3737
MEM 914.253906 1655278910.4826
MEM 914.507812 1655278910.5919
MEM 914.507812 1655278910.7005
MEM 914.507812 1655278910.8106
MEM 914.507812 1655278910.9184
MEM 914.507812 1655278911.0261
MEM 914.507812 1655278911.1372
MEM 914.507812 1655278911.2478
MEM 914.761719 1655278911.3550
MEM 914.761719 1655278911.4635
MEM 914.761719 1655278911.5730
MEM 914.761719 1655278911.6793
MEM 914.761719 1655278911.7882
MEM 914.761719 1655278911.8974
MEM 914.761719 1655278912.0044
MEM 914.761719 1655278912.1137
MEM 914.761719 1655278912.2235
MEM 914.761719 1655278912.3333
MEM 915.015625 1655278912.4405
MEM 915.015625 1655278912.5502
MEM 915.015625 1655278912.6587
MEM 915.015625 1655278912.7663
MEM 915.269531 1655278912.8759
MEM 915.269531 1655278912.9842
MEM 915.269531 1655278913.0940
MEM 915.269531 1655278913.2035
MEM 915.269531 1655278913.3138
MEM 915.269531 1655278913.4227
MEM 915.269531 1655278913.5321
MEM 915.269531 1655278913.6421
MEM 915.523438 1655278913.7512
MEM 915.523438 1655278913.8624
MEM 915.523438 1655278913.9732
MEM 915.523438 1655278914.0831
MEM 915.523438 1655278914.1930
MEM 915.777344 1655278914.3014
MEM 915.777344 1655278914.4106
MEM 915.777344 1655278914.5184
MEM 915.777344 1655278914.6262
MEM 915.777344 1655278914.7348
MEM 915.777344 1655278914.8446
MEM 915.777344 1655278914.9551
MEM 915.777344 1655278915.0642
MEM 915.777344 1655278915.1739
MEM 915.777344 1655278915.2836
MEM 915.777344 1655278915.3944
MEM 915.777344 1655278915.5038
MEM 915.777344 1655278915.6132
MEM 915.777344 1655278915.7215
MEM 915.777344 1655278915.8327
MEM 915.777344 1655278915.9431
MEM 915.777344 1655278916.0522
MEM 915.777344 1655278916.1610
MEM 916.031250 1655278916.2712
MEM 916.031250 1655278916.3795
MEM 916.031250 1655278916.4889
MEM 916.031250 1655278916.5973
MEM 916.285156 1655278916.7059
MEM 916.285156 1655278916.8144
MEM 916.285156 1655278916.9239
MEM 916.285156 1655278917.0328
MEM 916.285156 1655278917.1419
MEM 916.285156 1655278917.2512
MEM 916.285156 1655278917.3612
MEM 916.285156 1655278917.4705
